document_id,first_submission_month,title,decision,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2604.02640v1,2026-04,"Overcoming the ""Impracticality"" of RAG: Proposing a Real-World Benchmark and Multi-Dimensional Diagnostic Framework",included,"[""answering_model""]","[""finance_and_business"", ""engineering"", ""law_and_public_policy""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02648v1,2026-04,GBQA: A Game Benchmark for Evaluating LLMs as Quality Assurance Engineers,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2604.02660v1,2026-04,SocioEval: A Template-Based Framework for Evaluating Socioeconomic Status Bias in Foundation Models,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge""]","[""en""]"
arxiv:2604.02666v1,2026-04,Let's Have a Conversation: Designing and Evaluating LLM Agents for Interactive Optimization,included,"[""agent_or_tool_system""]","[""other""]","[""fixed_items"", ""interactive_loop"", ""runtime_generated_items""]","[""text"", ""code""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02669v1,2026-04,"Redirected, Not Removed: Task-Dependent Stereotyping Reveals the Limits of LLM Alignments",included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.02709v2,2026-04,Evaluating the Formal Reasoning Capabilities of Large Language Models through Chomsky Hierarchy,included,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.02710v1,2026-04,"V2X-QA: A Comprehensive Reasoning Dataset and Benchmark for Multimodal Large Language Models in Autonomous Driving Across Ego, Infrastructure, and Cooperative Views",included,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02729v1,2026-04,IndustryCode: A Benchmark for Industry Code Generation,included,"[""answering_model""]","[""software_and_coding"", ""engineering"", ""finance_and_business""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2604.02733v1,2026-04,DeltaLogic: Minimal Premise Edits Reveal Belief-Revision Failures in Logical Reasoning Models,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02804v1,2026-04,PaveBench: A Versatile Benchmark for Pavement Distress Perception and Interactive Vision-Language Analysis,excluded,null,null,null,null,null,null,null
arxiv:2604.02834v1,2026-04,ESL-Bench: An Event-Driven Synthetic Longitudinal Benchmark for Health Agents,included,"[""agent_or_tool_system""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text"", ""structured_data""]","[""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.02852v2,2026-04,Dependency-Guided Repository-Level C-to-Rust Translation with Reinforcement Alignment,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2604.02934v1,2026-04,PolyReal: A Benchmark for Real-World Polymer Science Workflows,included,"[""answering_model""]","[""natural_sciences"", ""engineering""]","[""fixed_items""]","[""text"", ""image"", ""structured_data""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2604.02947v1,2026-04,AgentHazard: A Benchmark for Evaluating Harmful Behavior in Computer-Use Agents,included,"[""agent_or_tool_system""]","[""cybersecurity"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code"", ""structured_data""]","[""generative_model""]","[""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2604.03016v1,2026-04,Agentic-MME: What Agentic Capability Really Brings to Multimodal Intelligence?,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.03035v1,2026-04,Beyond Isolated Tasks: A Framework for Evaluating Coding Agents on Sequential Software Evolution,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.03131v1,2026-04,A Systematic Security Evaluation of OpenClaw and Its Variants,semantic_unresolved,null,null,null,null,null,null,null
arxiv:2604.03159v2,2026-04,BibTeX Citation Errors in Scientific Publishing Agents: Evaluation and Mitigation,included,"[""answering_model""]","[""software_and_coding"", ""healthcare_biomedicine"", ""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.03302v1,2026-03,Beyond Static Vision: Scene Dynamic Field Unlocks Intuitive Physics Understanding in Multi-modal Large Language Models,included,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.03356v1,2026-04,Evaluating Artificial Intelligence Through a Christian Understanding of Human Flourishing,included,"[""answering_model""]","[""social_sciences_and_humanities"", ""finance_and_business""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2604.03361v1,2026-04,The limits of bio-molecular modeling with large language models : a cross-scale evaluation,included,"[""answering_model"", ""agent_or_tool_system""]","[""natural_sciences"", ""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.03362v2,2026-04,ABTest: Behavior-Driven Testing for AI Coding Agents,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""runtime_generated_items"", ""interactive_loop""]","[""text"", ""code""]","[""generative_model""]","[""execution_or_environment"", ""human_judge""]","[""en""]"
arxiv:2604.03374v2,2026-04,CresOWLve: Benchmarking Creative Problem-Solving Over Real-World Knowledge,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en"", ""ru""]"
arxiv:2604.03395v1,2026-04,Are Arabic Benchmarks Reliable? QIMMA's Quality-First Approach to LLM Evaluation,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning"", ""natural_sciences"", ""law_and_public_policy"", ""healthcare_biomedicine"", ""software_and_coding"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""execution_or_environment"", ""other_model_judge""]","[""ar""]"
arxiv:2604.03447v2,2026-04,Measuring LLM Trust Allocation Across Conflicting Software Artifacts,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2604.03493v1,2026-04,Cultural Authenticity: Comparing LLM Cultural Representations to Native Human Expectations,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""multilingual_unspecified""]"
arxiv:2604.03611v2,2026-04,PortraitCraft: A Benchmark for Portrait Composition Understanding and Generation,excluded,null,null,null,null,null,null,null
arxiv:2604.03660v1,2026-04,TableVision: A Large-Scale Benchmark for Spatially Grounded Reasoning over Complex Hierarchical Tables,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.03664v1,2026-04,Document-Level Numerical Reasoning across Single and Multiple Tables in Financial Reports,included,"[""answering_model""]","[""finance_and_business""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.03750v2,2026-04,CREBench: Evaluating Large Language Models in Cryptographic Binary Reverse Engineering,included,"[""agent_or_tool_system""]","[""cybersecurity"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2604.03765v2,2026-04,ITIScore: An Image-to-Text-to-Image Rating Framework for the Image Captioning Ability of MLLMs,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""human_judge"", ""other_model_judge""]","[""en""]"
arxiv:2604.03893v2,2026-04,FeynmanBench: Benchmarking Multimodal LLMs on Diagrammatic Physics Reasoning,included,"[""answering_model""]","[""natural_sciences"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""image"", ""text""]","[""program_or_simulation""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.03986v1,2026-04,COBOL-Coder: Domain-Adapted Large Language Models for COBOL Code Generation and Translation,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.04009v1,2026-04,Benchmarking and Evaluating VLMs for Software Architecture Diagram Understanding,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.04017v1,2026-04,GeoBrowse: A Geolocation Benchmark for Agentic Tool Use with Expert-Annotated Reasoning Traces,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""other""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2604.04036v1,2026-04,MisEdu-RAG: A Misconception-Aware Dual-Hypergraph RAG for Novice Math Teachers,excluded,null,null,null,null,null,null,null
arxiv:2604.04202v2,2026-04,ClawArena: Benchmarking AI Agents in Evolving Information Environments,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""code""]","[""generative_model""]","[""reference_or_metric"", ""execution_or_environment""]","[""en"", ""zh""]"
arxiv:2604.04204v1,2026-04,Which English Do LLMs Prefer? Triangulating Structural Bias Towards American English in Foundation Models,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.04211v2,2026-04,LOCARD: An Agentic Framework for Blockchain Forensics,excluded,null,null,null,null,null,null,null
arxiv:2604.04220v1,2026-04,TimeSeek: Temporal Reliability of Agentic Forecasters,included,"[""answering_model"", ""agent_or_tool_system""]","[""finance_and_business"", ""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.04226v2,2026-04,SW-$A^2$-Bench: Benchmarking Autonomous Software Agent Generation for Agentic Web,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""execution_or_environment""]","[""en""]"
arxiv:2604.04323v1,2026-04,How Well Do Agentic Skills Work in the Wild: Benchmarking LLM Skill Usage in Realistic Settings,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.04324v1,2026-04,RESCORE: LLM-Driven Simulation Recovery in Control Systems Research Papers,included,"[""agent_or_tool_system""]","[""engineering"", ""software_and_coding""]","[""fixed_items""]","[""text"", ""image"", ""code""]","[""human_or_real_world""]","[""execution_or_environment"", ""human_judge"", ""llm_judge""]","[""en""]"
arxiv:2604.04325v1,2026-04,"Benchmarking Multi-turn Medical Diagnosis: Hold, Lure, and Self-Correction",included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.04386v1,2026-04,Automatically Generating Hard Math Problems from Hypothesis-Driven Error Analysis,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""runtime_generated_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.04419v1,2026-04,BoxComm: Benchmarking Category-Aware Commentary Generation and Narration Rhythm in Boxing,included,"[""answering_model""]","[""language_and_communication"", ""other""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.04443v1,2026-04,DeonticBench: A Benchmark for Reasoning over Rules,included,"[""answering_model""]","[""law_and_public_policy"", ""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
